sample_id	phb_score	matched_abundance	total_abundance	pct_matched
nmdc:bsm-11-anbvsb66	446.0874367735074	1240.9939979247608	1258.5767604021896	98.60296463190612
nmdc:bsm-11-arjq1c41	1377.5230904093828	1533.9207986029094	2001.6371945678968	76.63330811226479
nmdc:bsm-11-at9sda86	199.26266724243982	427.7935284975496	445.1686262090322	96.09696265897139
nmdc:bsm-11-b5sgas28	92.69487533330972	241.30660630583216	268.5917161049995	89.84141797265973
nmdc:bsm-11-b7pv2a25	71.81580330347076	408.629364204809	429.8927828079025	95.05378562900995
nmdc:bsm-11-bd18tk15	1842.4280722145345	2117.0730175015497	2636.238019112388	80.3065960718661
nmdc:bsm-11-bgar5122	203.12214800784417	710.0025361458223	747.8999698175553	94.9328205373537
nmdc:bsm-11-c52npq37	337.93605301384014	479.701851251311	525.6425273397515	91.26009146920745
nmdc:bsm-11-c6kr7990	140.6990647638259	290.7512264000879	311.56395469305716	93.3199177955379
nmdc:bsm-11-cd09p052	323.54474192572684	433.3053680551255	455.57081914567345	95.11262570936783
nmdc:bsm-11-ce1sg012	139.22862204588358	294.1975582634384	314.5377663855727	93.53330178570656
nmdc:bsm-11-ck98jg55	109.30847799816749	210.87065185617257	228.92308405743267	92.11419316859671
nmdc:bsm-11-cp8crw45	353.75738405762013	483.80557979332355	523.9966728555039	92.32989537067854
nmdc:bsm-11-cr68f527	82.72470178637845	291.0236218628905	325.9707625306934	89.27905668702043
nmdc:bsm-11-ctzkss91	596.9995589893696	683.8188001908733	807.4934500320726	84.68412965624834
nmdc:bsm-11-cv5vxb38	204.83759205389552	270.67595025928887	286.6957995084115	94.41224835641422
nmdc:bsm-11-cz68sy30	291.4659278018463	405.6973418873478	434.0251835055391	93.47322627931571
nmdc:bsm-11-d1h1d248	715.1907898115663	925.4806158421073	1361.8649508631488	67.95685690093856
nmdc:bsm-11-d8cgz835	479.92947487146427	517.5863076120861	558.3873456462246	92.6930582592413
nmdc:bsm-11-dbr4yn11	354.52589177630654	582.8046588259789	698.7789799055483	83.40328996512669
nmdc:bsm-11-dqnfvd06	251.33086302649298	330.4464015745775	351.4033666678474	94.03620822077133
nmdc:bsm-11-dz264p50	369.42615765665846	434.6214592888468	470.621934732394	92.35044676274643
nmdc:bsm-11-e1wey408	315.29486380659785	381.1194908806313	442.7820610229432	86.07383280165978
nmdc:bsm-11-e90czr72	866.9180510392234	1271.071006166899	1351.8910130078687	94.02170692287164
nmdc:bsm-11-e9z5qp65	1886.8982735124748	2085.1545322968686	2132.891387745855	97.76187124561288
nmdc:bsm-11-epzqzg45	365.70271835740056	425.25688363971864	537.1652964971672	79.16685728076651
nmdc:bsm-11-exzatp62	547.0487767421506	655.3677440072306	698.5185556692071	93.8225246399308
nmdc:bsm-11-fgjpsy56	275.9684440079859	980.1572576557653	1031.4723920854271	95.02505982482836
nmdc:bsm-11-fr4c9n11	230.63109210286368	490.95294260555664	508.4036460998562	96.56754949966034
nmdc:bsm-11-frjk4h28	399.9713792176585	533.5468797662298	601.8636817352791	88.6491237065377
nmdc:bsm-11-g3r2dm95	158.05730711319924	845.011004297266	946.0047345135208	89.32418342830066
nmdc:bsm-11-g4rxzh95	179.6483963481114	231.61944216028178	247.77301997607776	93.48049363189116
nmdc:bsm-11-gwx12029	246.83147532166143	394.36053988423697	445.4179996693507	88.53718084518015
nmdc:bsm-11-h2k7nv93	158.0997399887281	195.14467998208946	223.03147435957393	87.49647579671868
nmdc:bsm-11-h3e54f51	276.874596650405	382.7081664602943	413.4990182326148	92.55358527719672
nmdc:bsm-11-h49t7j41	619.7843775762692	828.9527428330562	880.0692725936744	94.19176065425265
nmdc:bsm-11-h96d6881	188.89446736338834	386.0415291383866	439.20065116547113	87.89639271116276
nmdc:bsm-11-hhb2g180	755.1491579263437	830.1206949177216	876.4493919966435	94.71404766755782
nmdc:bsm-11-ht2v0s47	258.52686455527726	322.7702822462422	355.50143040525893	90.79296302079449
nmdc:bsm-11-j9v5kc93	210.16752271108487	286.48115012655705	336.73677248459165	85.07569518255266
nmdc:bsm-11-jpc5bt66	364.42106707163725	774.2078094470728	823.422635612202	94.02313902525418
nmdc:bsm-11-jq2e3v76	150.27667260994363	196.04380647673858	210.80163469885895	92.99918701142774
nmdc:bsm-11-jqwsb466	1046.8935294379753	1238.514666958237	1268.2104047748865	97.65845338400922
nmdc:bsm-11-jy6ece20	193.46297560383613	302.4932293230348	330.8554281452078	91.42761568665418
nmdc:bsm-11-k0vz1j87	88.95331391733653	390.4545510081325	423.7597281603215	92.14055160532182
nmdc:bsm-11-k3zdem68	206.10727404373236	376.65499142418383	397.3820231446675	94.78410433454913
nmdc:bsm-11-k7fkcz65	361.6104364113732	446.9928119227201	511.906165520524	87.31928662515762
nmdc:bsm-11-k7jqh647	205.6294116872568	706.0662103233408	739.7763059485721	95.44320420184222
nmdc:bsm-11-k7v09098	1144.5610478006374	1342.738144229246	1442.3648136987447	93.0928244696971
nmdc:bsm-11-k9192006	377.7261666010687	411.6759814479479	427.8035147359186	96.23015409353843
nmdc:bsm-11-kd6btp32	437.64830216825845	529.3261024096396	608.1670365734198	87.0363026237016
nmdc:bsm-11-kdja3v28	176.11161882224818	280.1797161278035	327.3783898808213	85.58283771564763
nmdc:bsm-11-kff3y587	514.1381690979161	599.3465014415243	634.8794904801962	94.40319153926421
nmdc:bsm-11-kgjz0433	639.902204076545	712.3923006635399	929.7599101794616	76.62110324008641
nmdc:bsm-11-kgkcxn39	201.6527735368341	375.87452841871504	391.35087561708303	96.04540371247033
nmdc:bsm-11-kgm2s608	1064.4488755013308	1237.2471042784728	1277.68771564324	96.83485949894981
nmdc:bsm-11-krcjqt76	170.778504880143	370.70803342962995	412.0080914041492	89.97591095025196
nmdc:bsm-11-ky8xb849	354.78099345928996	489.75806694452984	590.5043646355037	82.93894106046771
nmdc:bsm-11-m0h9cb45	200.49356894362762	329.23998793998254	357.3803410586807	92.12593702402965
nmdc:bsm-11-m9k8tx16	436.2123193195544	571.3754803450772	597.0598130813448	95.69819770590249
nmdc:bsm-11-mc6pwt10	210.91845070994597	436.9772349222478	483.8612885677872	90.31043508681702
nmdc:bsm-11-mczws366	246.42473367023598	477.5774309575466	569.8204164208227	83.81191989527575
nmdc:bsm-11-mrymeq51	153.58567699075672	580.8186349070094	603.1639995744979	96.29530862530721
nmdc:bsm-11-n0kmyd38	69.64419473037846	173.52269137464376	188.9004464285679	91.85933366243303
nmdc:bsm-11-n6vwc542	327.0038894108355	420.0968071769387	446.3786325658798	94.11221248699393
nmdc:bsm-11-nm187g36	204.30894076316065	331.6759703424053	361.2731123631706	91.8075436538403
nmdc:bsm-11-nn5snj10	301.93301250232815	433.147079198844	457.7797746251654	94.61909485920586
nmdc:bsm-11-nrkha596	187.94120286656243	380.43017928545004	415.9018761596237	91.47113804782174
nmdc:bsm-11-nvgcpg87	74.81153593791555	443.0078680943645	456.2802873345159	97.09116970235866
nmdc:bsm-11-nx7zwq61	156.76891204627813	439.0051886754339	457.0149037528437	96.05927182472159
nmdc:bsm-11-nz6f9964	610.0900613044668	669.9770078406501	769.4246449617727	87.07506475490352
nmdc:bsm-11-p2h9n451	457.93814134155866	621.8358899567794	724.5096515935987	85.828517065165
nmdc:bsm-11-p37dc885	311.4560410138244	566.7512757315571	674.5763813019541	84.01587891910904
nmdc:bsm-11-p4wss361	137.53198397615336	211.26545784718516	262.0937192517337	80.6068372986346
nmdc:bsm-11-pejvvs20	828.8821358734212	923.6106730142046	962.019114139738	96.00751787973785
nmdc:bsm-11-pgmhxj86	105.44695797364426	337.4119570162372	361.2048237943782	93.41291555073873
nmdc:bsm-11-pmbpyr59	105.94042451237891	319.9810937868989	380.9508441413081	83.99537596724858
nmdc:bsm-11-pq105b36	74.10510542243343	415.1689797957207	487.4883626992018	85.16490065464295
nmdc:bsm-11-pvr0ez88	488.1959751128017	679.5241692467755	742.3301855780484	91.53934225611934
nmdc:bsm-11-q72ew015	443.91718305816397	912.3743303100309	1030.0006081962836	88.57997976406661
nmdc:bsm-11-qam3hk28	787.5935640667515	817.7110501307124	881.5122815841977	92.76229806590717
nmdc:bsm-11-r4pd6g83	259.21784818019194	443.6371156517373	563.8685241352094	78.67740380297553
nmdc:bsm-11-r7k97q10	527.9670661965691	834.4254235269533	863.5686681481175	96.6252545169731
nmdc:bsm-11-rk62cv25	105.51671109986941	160.4014888754052	185.17179631642958	86.62306683103304
nmdc:bsm-11-rpj4zm44	413.9502652057783	1178.1891998886142	1243.7194863606514	94.73110398360078
nmdc:bsm-11-rtchk112	1566.4428043643384	1731.2620799856832	1853.6810949425287	93.39589666794109
nmdc:bsm-11-rzz0z710	174.4648570252335	342.37103412529245	355.5282037592757	96.2992613539904
nmdc:bsm-11-s110fy15	163.8193375338629	730.4452416328086	746.9144562740454	97.79503335316431
nmdc:bsm-11-sdjyhj66	170.69717388886963	289.0139599015877	363.12769925434543	79.59017185828992
nmdc:bsm-11-spav5m37	93.98958536470056	284.2863554726364	310.3489508808688	91.60216416576937
nmdc:bsm-11-spzb5g89	466.8196728177515	616.3063707479363	647.6889718312184	95.15468034069598
nmdc:bsm-11-sqpv6146	842.257444161324	1034.734749203094	1342.8572068886574	77.05471169198474
nmdc:bsm-11-t7xb8h63	81.58546390602956	490.0498759491468	579.405268564832	84.57808420744678
nmdc:bsm-11-ta8dt754	1242.8298977661418	1380.815805916235	1405.4917224808594	98.24432145917811
nmdc:bsm-11-tcxb3w32	299.39453169706144	387.99258592939475	437.4048389298708	88.7033135889934
nmdc:bsm-11-v0hqhp22	602.8776087376148	682.9736061934408	717.8766033750773	95.1380227440843
nmdc:bsm-11-v0p16d89	375.12950521823024	407.7845055180759	424.4718567989012	96.06867899166018
nmdc:bsm-11-v85xpj21	441.00781468149245	496.81531646278785	531.2661905700625	93.51532720907613
nmdc:bsm-11-vc1cgz17	303.6648600650068	558.5823501541107	583.5754124447425	95.7172523451717
nmdc:bsm-11-vcna9q80	257.60719302367045	605.9932420113062	621.6782804353388	97.47698465305093
nmdc:bsm-11-vnkf4228	669.1188849434758	705.0877352416636	747.5270884109284	94.32270029712487
nmdc:bsm-11-vp7n5531	166.99270573183856	399.3904838151495	429.95707303551916	92.89078116460139
nmdc:bsm-11-vv577p15	223.2115978299031	344.45036502471453	356.98219452621885	96.48950852629041
nmdc:bsm-11-wdfz5578	340.1656000520477	520.7704494398448	539.3337759675012	96.55810050198396
nmdc:bsm-11-wh35sj59	562.9674946140892	683.5450985954692	722.4695059017236	94.61231138639239
nmdc:bsm-11-wj8zqj74	437.7581237980701	588.2958696775323	612.9646005590696	95.97550480744931
nmdc:bsm-11-wm11tw31	100.74818213005574	188.24422004210467	225.6620923373977	83.41862742309955
nmdc:bsm-11-wpsg6186	1651.091974212823	1941.9403820832324	2013.7685866866977	96.43314504564569
nmdc:bsm-11-wx2twq61	205.9412123487206	286.72518714107764	325.9415431844808	87.96828545994613
nmdc:bsm-11-x0sc5x81	154.90913909013858	238.7069422700277	263.6415182597995	90.54224230145701
nmdc:bsm-11-xgrda154	189.17112846161703	338.44465630052764	360.6704623695856	93.83764172895235
nmdc:bsm-11-y80cxc26	304.27857373392146	336.49198087123375	356.17274775214156	94.47437598605845
nmdc:bsm-11-yqbvt475	555.2406753194399	591.4720861562133	639.4424127270047	92.49810059263754
nmdc:bsm-11-yrksyx63	190.97677577056857	286.9885561503888	332.78830837763365	86.23757173125406
nmdc:bsm-11-ysrg0a54	141.15422651449435	217.13914798254297	265.68668514496886	81.72752347904205
nmdc:bsm-11-yxxvqg27	315.08289684631967	439.25834912410517	458.6104370157343	95.78027747960624
nmdc:bsm-11-zmsv5494	377.0525066987723	612.8984760402848	647.6763029686668	94.63036909502854
nmdc:bsm-11-zpf4n944	282.9170544680347	616.8874073522444	797.7768836104583	77.32580625305016
nmdc:bsm-11-zq2aws57	461.08582086862486	597.0633527476076	680.0319857025398	87.79930434166012
nmdc:bsm-11-zvh2hc82	1530.0229238228915	1729.9553234140706	1860.1042987547858	93.00313560761936
nmdc:bsm-13-23jcak07	262.5961345590758	513.4161348496282	640.5410573390076	80.15350912594221
nmdc:bsm-13-3atx8142	266.2501153494466	396.64501002470956	487.22035979812944	81.40977733136027
nmdc:bsm-13-5230tp20	508.45182862409564	1319.2476288214991	1634.1849341162324	80.728172269863
nmdc:bsm-13-6v96jy60	548.2138575749854	1040.8975754747694	1275.840383466143	81.58525070721683
nmdc:bsm-13-7q44hn24	659.4625362119182	2274.2538470966074	2723.934751706938	83.49149500264129
nmdc:bsm-13-9tv9as07	623.9939494025294	1538.8416655181668	1885.4715810264383	81.61574435825925
nmdc:bsm-13-bgefg837	336.52763195559066	580.7805205792641	687.6333510500139	84.46078417988514
nmdc:bsm-13-cc36m716	386.655543327304	1081.940113017558	1326.6780453094257	81.55257538502593
nmdc:bsm-13-dfbvpp59	507.55526781953006	1136.62657872812	1411.5608778445726	80.52267504492812
nmdc:bsm-13-gea2kg32	501.9939384269072	1708.4604692889764	2079.0377135047456	82.17554006795446
nmdc:bsm-13-h3hs0w34	290.50419941384564	732.9453344076555	916.042583116312	80.01214658757756
nmdc:bsm-13-n4jyv365	715.5583107041188	1824.3431116234135	2185.755755176653	83.4650947299448
nmdc:bsm-13-n5tfa767	239.32896798196242	495.3160041487912	611.9874087112166	80.93565277623544
nmdc:bsm-13-q6yr9d61	376.71344972110177	1488.7737001694215	1843.4043185329456	80.76219010673941
nmdc:bsm-13-tya3bn07	292.39666496860497	510.9279712929579	612.0700259714963	83.47541124595953
nmdc:bsm-13-w3sk3718	203.86003722544305	494.87990958029377	594.4473974931067	83.25041234384956
nmdc:bsm-13-z9ejh210	425.95611006792205	1382.461622221338	1705.455599742799	81.06113242876731
nmdc:bsm-11-07spy989	520.197633649633	1707.2223754852716	1921.377744392261	88.85407257724182
nmdc:bsm-11-0pq46m48	356.8000493730242	1166.5444948702097	1278.6112404490655	91.23527605314213
nmdc:bsm-11-1srsh991	467.4452851508446	1452.6301125522334	1607.5422112188141	90.3634195366398
nmdc:bsm-11-2h2j6s31	357.2412933322084	1302.6109974667936	1424.4448031124543	91.44692687428461
nmdc:bsm-11-2nqe9j19	698.6397939498997	1412.8205250722435	1646.6526475123146	85.79954777995628
nmdc:bsm-11-39j0y956	297.82453840034174	918.3377806729634	1001.858757765444	91.66339801443003
nmdc:bsm-11-3d7gwr49	429.5479479827541	1303.0061549925697	1432.9029680622161	90.93470974902704
nmdc:bsm-11-4sw8dr23	378.76981508804136	1159.0783938980476	1271.996961304893	91.12273292767881
nmdc:bsm-11-4tpf7456	271.9701846583688	974.5884271030975	1061.5613775282454	91.80707283947565
nmdc:bsm-11-afgbs159	327.1097000828913	1041.0303484955846	1143.4239706882083	91.04499950871288
nmdc:bsm-11-an1f1v40	375.0385457643366	1175.1934120497604	1291.2396611559484	91.01280323109803
nmdc:bsm-11-c2b84794	371.3730707090803	1161.3602730957625	1281.7618387290079	90.60655716255094
nmdc:bsm-11-cnc9ww90	379.7826297745243	1181.0238966269087	1298.391033774888	90.96057088389227
nmdc:bsm-11-djp7e211	322.2424703643299	1054.9908162092615	1165.0250319873048	90.55520587481743
nmdc:bsm-11-fdjmge85	296.6663646806703	878.4825861200743	968.1689977386288	90.7364920971404
nmdc:bsm-11-h36vdc50	285.65789578688236	1056.6365958082138	1152.532118870489	91.67957912042787
nmdc:bsm-11-hkftnp97	424.3214864112942	1326.1596935183627	1454.048507684282	91.20463908253
nmdc:bsm-11-hr55b403	299.9495187871766	966.880645045055	1063.5078615803388	90.91429221861145
nmdc:bsm-11-j7ha4a31	317.30874735321066	1012.8137084637385	1116.9293668493722	90.67840263889538
nmdc:bsm-11-jvtvhn02	282.9391253037154	846.9343891712502	918.2392618334205	92.23460860083482
nmdc:bsm-11-k05a2416	496.52622739541266	1660.003735138842	1855.0807711170455	89.48417562105736
nmdc:bsm-11-k3p2ap93	457.4327912018447	1595.8808436633071	1736.9540164480932	91.87812852563205
nmdc:bsm-11-kj72y166	471.94262065333095	1395.0059694880606	1531.5834341613902	91.08259715879522
nmdc:bsm-11-m959ky58	407.3788867223274	1263.4451738847263	1388.0125508716906	91.0254862674884
nmdc:bsm-11-mcp72s80	356.74226268510927	1145.6412824310485	1261.7647828043941	90.796739459216
nmdc:bsm-11-ntfp9891	323.75121076250497	1110.471196494117	1219.8400845021467	91.03416182190254
nmdc:bsm-11-q71pns38	363.6026141208557	1272.2092821467409	1393.754538982135	91.2792924840152
nmdc:bsm-11-qa4vm962	316.7070002982806	1270.4932083915185	1387.723883472839	91.55230543500154
nmdc:bsm-11-qpwvgx11	374.9593743675302	1128.71457664095	1245.7695358191556	90.60380304602359
nmdc:bsm-11-tffhv104	403.58569593868305	1278.5304082911543	1409.0002817929044	90.74025213566802
nmdc:bsm-11-tn2emc28	354.0431829709245	1100.0291385336125	1211.3778640808061	90.80809309391789
nmdc:bsm-11-tq2k2z77	296.0776236801259	953.8409213702412	1038.9204366449633	91.81077662217585
nmdc:bsm-11-vdn3kn48	272.6822788974157	881.6679817876128	966.1782443865291	91.25313956405884
nmdc:bsm-11-vdqjvg77	374.4632321608184	1151.43233721319	1267.7156927483309	90.82733169587532
nmdc:bsm-11-xarr2j67	258.69243138774965	911.5383453922144	995.7927804493598	91.53895903732854
nmdc:bsm-11-xcyvst62	454.8606472151447	1510.060939340199	1665.5773314258254	90.66291374459955
nmdc:bsm-11-y693ve58	306.8924510726683	1087.0066566889666	1190.2899126681534	91.32284875474856
nmdc:bsm-11-y742vs93	374.44742886998455	1226.9743340836699	1344.0295319165712	91.29072724570405
