orgId	locusId	gene_cluster_id	root_og	OG_id	taxonomic_tier	tier_source	hypothesis_status	conservation_score	ignorance_score	importance_score	n_species	n_phyla	evidence_summary
acidovorax_3H11	Ac3H11_123	NZ_LUKZ01000030.1_6	COG2378		kingdom	pangenome	weak_lead	7.965352087837118	2	15.930704175674236	19427.0	113.0	strong-fitness
acidovorax_3H11	Ac3H11_128	NZ_LUKZ01000030.1_11			species	FB-only	true_knowledge_gap	1.0	3	3.0	1.0	1.0	none
acidovorax_3H11	Ac3H11_129	NZ_LUKZ01000031.1_119	2ZQBS		family	pangenome	weak_lead	3.341828803309738	2	6.683657606619476	33.0	1.0	strong-fitness
acidovorax_3H11	Ac3H11_130	NZ_LUKZ01000030.1_13	2ZQBS		family	pangenome	weak_lead	3.341828803309738	2	6.683657606619476	33.0	1.0	strong-fitness; module-bare
acidovorax_3H11	Ac3H11_150				species	FB-only	true_knowledge_gap	1.0	3	3.0	1.0	1.0	none
acidovorax_3H11	Ac3H11_152				species	FB-only	weak_lead	1.0	2	2.0	1.0	1.0	strong-fitness
acidovorax_3H11	Ac3H11_158	JAIBEQ010000674.1_6	COG4336	OG01194	kingdom	pangenome	weak_lead	7.791120986833009	2	15.582241973666019	3269.0	45.0	GapMind-low; named-domain
acidovorax_3H11	Ac3H11_164				species	FB-only	true_knowledge_gap	1.0	3	3.0	1.0	1.0	none
acidovorax_3H11	Ac3H11_181	NZ_LUKZ01000030.1_61	COG4340	OG13356	kingdom	pangenome	strong_hypothesis	7.7471086068460915	1	7.7471086068460915	2084.0	15.0	EC-prediction; GapMind-low; named-domain
acidovorax_3H11	Ac3H11_182	NZ_LUKZ01000030.1_62			species	FB-only	true_knowledge_gap	1.0	3	3.0	1.0	1.0	none
acidovorax_3H11	Ac3H11_184	JAIBEQ010000079.1_2	32YUI	OG01992	kingdom	pangenome	strong_hypothesis	7.711377431231387	1	7.711377431231387	1446.0	18.0	named-domain; strong-fitness
acidovorax_3H11	Ac3H11_186				species	FB-only	weak_lead	1.0	2	2.0	1.0	1.0	strong-fitness
acidovorax_3H11	Ac3H11_192				species	FB-only	weak_lead	1.0	2	2.0	1.0	1.0	strong-fitness
acidovorax_3H11	Ac3H11_201	JAIBEQ010000132.1_4	COG1733		kingdom	pangenome	weak_lead	7.94661064740945	2	15.8932212948189	16038.0	89.0	named-domain
acidovorax_3H11	Ac3H11_207	JAIBEQ010000447.1_2	COG1806	OG00252	kingdom	pangenome	strong_hypothesis	7.885103437154613	1	7.885103437154613	8549.0	51.0	GapMind-high; named-domain; strong-fitness; module-bare
acidovorax_3H11	Ac3H11_218				species	FB-only	true_knowledge_gap	1.0	3	3.0	1.0	1.0	none
acidovorax_3H11	Ac3H11_219	NZ_LUKZ01000023.1_26			species	FB-only	true_knowledge_gap	1.0	3	3.0	1.0	1.0	none
acidovorax_3H11	Ac3H11_220	JAIBEQ010000662.1_1	32TKC		phylum	pangenome	weak_lead	6.51398812095604	2	13.02797624191208	192.0	1.0	strong-fitness
acidovorax_3H11	Ac3H11_223	NZ_LUKZ01000023.1_30	COG0845		kingdom	pangenome	true_knowledge_gap	7.98119209137085	3	23.943576274112548	22844.0	131.0	none
acidovorax_3H11	Ac3H11_230	NZ_LUKZ01000023.1_37	339VY		order	pangenome	weak_lead	4.367705921395675	2	8.73541184279135	43.0	1.0	strong-fitness
acidovorax_3H11	Ac3H11_239	NZ_LUKZ01000023.1_47			species	FB-only	true_knowledge_gap	1.0	3	3.0	1.0	1.0	none
acidovorax_3H11	Ac3H11_240	NZ_LUKZ01000023.1_48			species	FB-only	true_knowledge_gap	1.0	3	3.0	1.0	1.0	none
acidovorax_3H11	Ac3H11_241	JAIBEQ010001012.1_4	33EVZ		kingdom	pangenome	weak_lead	7.396960781809474	2	14.793921563618948	58.0	5.0	DUF-only
acidovorax_3H11	Ac3H11_243				species	FB-only	true_knowledge_gap	1.0	3	3.0	1.0	1.0	none
acidovorax_3H11	Ac3H11_245	JAIBEQ010001012.1_6			species	FB-only	true_knowledge_gap	1.0	3	3.0	1.0	1.0	none
acidovorax_3H11	Ac3H11_247	NZ_LUKZ01000023.1_54	COG5266	OG00062	kingdom	pangenome	weak_lead	7.8043061577900374	2	15.608612315580075	3741.0	60.0	DUF-only
acidovorax_3H11	Ac3H11_249				species	FB-only	weak_lead	1.0	2	2.0	1.0	1.0	strong-fitness
acidovorax_3H11	Ac3H11_251	NZ_LUKZ01000023.1_58			species	FB-only	true_knowledge_gap	1.0	3	3.0	1.0	1.0	none
acidovorax_3H11	Ac3H11_252	JAIBEQ010000848.1_1			species	FB-only	true_knowledge_gap	1.0	3	3.0	1.0	1.0	none
acidovorax_3H11	Ac3H11_262	NZ_LUKZ01000023.1_70	COG4628		kingdom	pangenome	strong_hypothesis	7.797851974531323	1	7.797851974531323	3502.0	38.0	EC-prediction; GapMind-low; named-domain
acidovorax_3H11	Ac3H11_263	JAIBEQ010000624.1_6	COG2307	OG00985	kingdom	pangenome	weak_lead	7.869542159972706	2	15.739084319945412	7291.0	50.0	named-domain
acidovorax_3H11	Ac3H11_264	NZ_LUKZ01000023.1_72			species	FB-only	weak_lead	1.0	2	2.0	1.0	1.0	named-domain
acidovorax_3H11	Ac3H11_265	JAIBEQ010000624.1_7	COG2308	OG00149	kingdom	pangenome	weak_lead	7.892818626756162	2	15.785637253512323	9251.0	70.0	named-domain
acidovorax_3H11	Ac3H11_267				species	FB-only	true_knowledge_gap	1.0	3	3.0	1.0	1.0	none
acidovorax_3H11	Ac3H11_270				species	FB-only	true_knowledge_gap	1.0	3	3.0	1.0	1.0	none
acidovorax_3H11	Ac3H11_275				species	FB-only	true_knowledge_gap	1.0	3	3.0	1.0	1.0	none
acidovorax_3H11	Ac3H11_280				species	FB-only	true_knowledge_gap	1.0	3	3.0	1.0	1.0	none
acidovorax_3H11	Ac3H11_281	JAIBEQ010000790.1_5	31QC7		order	pangenome	true_knowledge_gap	4.5353950905059675	3	13.606185271517901	239.0	1.0	none
acidovorax_3H11	Ac3H11_282	NZ_LUKZ01000023.1_86	COG2850	OG02641	kingdom	pangenome	weak_lead	7.854793219371734	2	15.709586438743468	6270.0	28.0	named-domain
acidovorax_3H11	Ac3H11_286	NZ_LUKZ01000023.1_90			species	FB-only	true_knowledge_gap	1.0	3	3.0	1.0	1.0	none
acidovorax_3H11	Ac3H11_290	JAIBEQ010000906.1_7	COG5470	OG06389	kingdom	pangenome	strong_hypothesis	7.866560646390225	1	7.866560646390225	7072.0	56.0	EC-prediction; GapMind-high; DUF-only
acidovorax_3H11	Ac3H11_293	NZ_LUKZ01000023.1_97	COG3172		kingdom	pangenome	weak_lead	7.8564168402446715	2	15.712833680489343	6375.0	53.0	GapMind-low
acidovorax_3H11	Ac3H11_294	NZ_LUKZ01000023.1_98	COG0840		kingdom	pangenome	true_knowledge_gap	7.918262241710865	3	23.754786725132597	12001.0	107.0	none
acidovorax_3H11	Ac3H11_297	NZ_LUKZ01000023.1_101	COG2833	OG01845	kingdom	pangenome	weak_lead	7.797544411810904	2	15.595088823621808	3491.0	30.0	DUF-only
acidovorax_3H11	Ac3H11_309	JAIBEQ010000186.1_2	COG1917	OG13616	kingdom	pangenome	weak_lead	7.980483396727963	2	15.960966793455926	22679.0	130.0	named-domain
acidovorax_3H11	Ac3H11_311				species	FB-only	weak_lead	1.0	2	2.0	1.0	1.0	named-domain
acidovorax_3H11	Ac3H11_321				species	FB-only	weak_lead	1.0	2	2.0	1.0	1.0	module-bare
acidovorax_3H11	Ac3H11_323				species	FB-only	true_knowledge_gap	1.0	3	3.0	1.0	1.0	none
acidovorax_3H11	Ac3H11_325				species	FB-only	weak_lead	1.0	2	2.0	1.0	1.0	module-bare
acidovorax_3H11	Ac3H11_329				species	FB-only	true_knowledge_gap	1.0	3	3.0	1.0	1.0	none
acidovorax_3H11	Ac3H11_330	NZ_LUKZ01000003.1_3			species	FB-only	weak_lead	1.0	2	2.0	1.0	1.0	DUF-only
acidovorax_3H11	Ac3H11_341	NZ_LUKZ01000003.1_14	COG3631	OG10650	kingdom	pangenome	weak_lead	7.91924299974463	2	15.83848599948926	12122.0	77.0	named-domain
acidovorax_3H11	Ac3H11_344	NZ_LUKZ01000003.1_17	337CE		phylum	pangenome	true_knowledge_gap	6.458639886887439	3	19.375919660662316	109.0	1.0	none
acidovorax_3H11	Ac3H11_345	NZ_LUKZ01000003.1_18	33G0Z		class	pangenome	weak_lead	5.250756949326724	2	10.501513898653448	13.0	1.0	strong-fitness
acidovorax_3H11	Ac3H11_346	NZ_LUKZ01000003.1_19			species	FB-only	strong_hypothesis	1.0	1	1.0	1.0	1.0	EC-prediction; GapMind-low
acidovorax_3H11	Ac3H11_348	NZ_LUKZ01000003.1_22	3484S		order	pangenome	true_knowledge_gap	4.367705921395675	3	13.103117764187026	43.0	1.0	none
acidovorax_3H11	Ac3H11_349	NZ_LUKZ01000003.1_23			species	FB-only	strong_hypothesis	1.0	1	1.0	1.0	1.0	EC-prediction; GapMind-low; strong-fitness
acidovorax_3H11	Ac3H11_350	NZ_LUKZ01000003.1_24			species	FB-only	true_knowledge_gap	1.0	3	3.0	1.0	1.0	none
acidovorax_3H11	Ac3H11_351				species	FB-only	weak_lead	1.0	2	2.0	1.0	1.0	strong-fitness
acidovorax_3H11	Ac3H11_352	NZ_LUKZ01000003.1_25	2ZF63		mobile	pangenome	weak_lead	4.250756949326724	2	8.501513898653448	13.0	2.0	named-domain
acidovorax_3H11	Ac3H11_354	NZ_LUKZ01000003.1_27	33G2M		kingdom	pangenome	weak_lead	7.428399737243448	2	14.856799474486897	80.0	2.0	DUF-only
acidovorax_3H11	Ac3H11_359	JAIBEQ010000117.1_2	2ZGJV		phylum	pangenome	true_knowledge_gap	6.472030069379799	3	19.416090208139398	125.0	1.0	none
acidovorax_3H11	Ac3H11_365				species	FB-only	true_knowledge_gap	1.0	3	3.0	1.0	1.0	none
acidovorax_3H11	Ac3H11_367	JAIBEQ010000049.1_3	COG4394	OG01878	kingdom	pangenome	weak_lead	7.750565115492516	2	15.501130230985032	2159.0	14.0	named-domain
acidovorax_3H11	Ac3H11_378	NZ_LUKZ01000003.1_51			species	FB-only	true_knowledge_gap	1.0	3	3.0	1.0	1.0	none
acidovorax_3H11	Ac3H11_379	NZ_LUKZ01000003.1_52			species	FB-only	true_knowledge_gap	1.0	3	3.0	1.0	1.0	none
acidovorax_3H11	Ac3H11_380	NZ_LUKZ01000003.1_54			species	FB-only	true_knowledge_gap	1.0	3	3.0	1.0	1.0	none
acidovorax_3H11	Ac3H11_383	NZ_LUKZ01000003.1_57	COG2866	OG05255	kingdom	pangenome	strong_hypothesis	7.910922562222693	1	7.910922562222693	11133.0	83.0	named-domain; strong-fitness; module-bare
acidovorax_3H11	Ac3H11_390	JAIBEQ010000228.1_2			species	FB-only	weak_lead	1.0	2	2.0	1.0	1.0	named-domain
acidovorax_3H11	Ac3H11_400				species	FB-only	true_knowledge_gap	1.0	3	3.0	1.0	1.0	none
acidovorax_3H11	Ac3H11_404	NZ_LUKZ01000003.1_78	COG0671		kingdom	pangenome	weak_lead	7.981950905649507	2	15.963901811299014	23022.0	125.0	DUF-only
acidovorax_3H11	Ac3H11_409	JAIBEQ010000498.1_2	300PM		kingdom	pangenome	true_knowledge_gap	7.56544366224659	3	22.69633098673977	325.0	4.0	none
acidovorax_3H11	Ac3H11_410	JAIBEQ010000617.1_6			species	FB-only	true_knowledge_gap	1.0	3	3.0	1.0	1.0	none
acidovorax_3H11	Ac3H11_411	NZ_LUKZ01000003.1_85			species	FB-only	true_knowledge_gap	1.0	3	3.0	1.0	1.0	none
acidovorax_3H11	Ac3H11_434	JAIBEQ010000983.1_7	3309N		kingdom	pangenome	true_knowledge_gap	7.468039191828336	3	22.40411757548501	120.0	2.0	none
acidovorax_3H11	Ac3H11_447				species	FB-only	weak_lead	1.0	2	2.0	1.0	1.0	module-bare
acidovorax_3H11	Ac3H11_454				species	FB-only	true_knowledge_gap	1.0	3	3.0	1.0	1.0	none
acidovorax_3H11	Ac3H11_472	NZ_LUKZ01000003.1_145	COG0718	OG02099	kingdom	pangenome	weak_lead	7.97274938869219	2	15.94549877738438	20954.0	116.0	named-domain
acidovorax_3H11	Ac3H11_476	JAIBEQ010000068.1_2	339RT	OG13201	kingdom	pangenome	weak_lead	7.610257999249918	2	15.220515998499836	514.0	13.0	DUF-only
acidovorax_3H11	Ac3H11_488				species	FB-only	true_knowledge_gap	1.0	3	3.0	1.0	1.0	none
acidovorax_3H11	Ac3H11_492				species	FB-only	true_knowledge_gap	1.0	3	3.0	1.0	1.0	none
acidovorax_3H11	Ac3H11_494	NZ_LUKZ01000003.1_165	30717	OG02030	kingdom	pangenome	strong_hypothesis	7.709534724705414	1	7.709534724705414	1419.0	13.0	EC-prediction; GapMind-high; DUF-only; strong-fitness
acidovorax_3H11	Ac3H11_499	NZ_LUKZ01000003.1_170	COG2220		kingdom	pangenome	weak_lead	7.965281609927926	2	15.930563219855852	19413.0	124.0	named-domain
acidovorax_3H11	Ac3H11_504	NZ_LUKZ01000003.1_175	COG3687	OG04102	kingdom	pangenome	weak_lead	7.745166076309477	2	15.490332152618954	2043.0	18.0	GapMind-low; named-domain
acidovorax_3H11	Ac3H11_511	NZ_LUKZ01000003.1_182	COG1075	OG04508	kingdom	pangenome	weak_lead	7.921507017299217	2	15.843014034598434	12406.0	90.0	GapMind-low
acidovorax_3H11	Ac3H11_529				species	FB-only	strong_hypothesis	1.0	1	1.0	1.0	1.0	EC-prediction; GapMind-low
acidovorax_3H11	Ac3H11_535	NZ_LUKZ01000003.1_205	COG2832	OG01849	kingdom	pangenome	weak_lead	7.861161147084656	2	15.722322294169311	6692.0	66.0	DUF-only; strong-fitness
acidovorax_3H11	Ac3H11_543				species	FB-only	weak_lead	1.0	2	2.0	1.0	1.0	strong-fitness; module-bare
acidovorax_3H11	Ac3H11_547	NZ_LUKZ01000003.1_216	COG1262	OG01506	kingdom	pangenome	weak_lead	7.945507216687808	2	15.891014433375616	15858.0	102.0	named-domain
acidovorax_3H11	Ac3H11_548	NZ_LUKZ01000003.1_217			species	FB-only	strong_hypothesis	1.0	1	1.0	1.0	1.0	named-domain; strong-fitness
acidovorax_3H11	Ac3H11_553	JAIBEQ010000017.1_1	33JHU		family	pangenome	true_knowledge_gap	3.398631983600331	3	10.195895950800992	59.0	1.0	none
acidovorax_3H11	Ac3H11_554	JAIBEQ010000973.1_1	COG0596		kingdom	pangenome	weak_lead	7.9742540688021215	2	15.948508137604243	21279.0	107.0	GapMind-low; named-domain
acidovorax_3H11	Ac3H11_556	JAIBEQ010000973.1_3	339MM		family	pangenome	true_knowledge_gap	3.3654055111635763	3	10.096216533490729	42.0	1.0	none
acidovorax_3H11	Ac3H11_559	JAIBEQ010000140.1_2	COG4448	OG10439	kingdom	pangenome	weak_lead	7.826865880389949	2	15.653731760779898	4712.0	45.0	named-domain
acidovorax_3H11	Ac3H11_560	NZ_LUKZ01000003.1_229	COG1376		kingdom	pangenome	true_knowledge_gap	7.932911444864318	3	23.798734334592954	13941.0	76.0	none
acidovorax_3H11	Ac3H11_585	NZ_LUKZ01000032.1_15	COG1544		kingdom	pangenome	true_knowledge_gap	7.983073998882145	3	23.949221996646436	23288.0	122.0	none
acidovorax_3H11	Ac3H11_586	NZ_LUKZ01000032.1_16			species	FB-only	true_knowledge_gap	1.0	3	3.0	1.0	1.0	none
acidovorax_3H11	Ac3H11_587	NZ_LUKZ01000032.1_17	32YZ2	OG11943	class	pangenome	true_knowledge_gap	5.50982736860234	3	16.52948210580702	184.0	1.0	none
acidovorax_3H11	Ac3H11_591	JAIBEQ010000025.1_1			species	FB-only	true_knowledge_gap	1.0	3	3.0	1.0	1.0	none
acidovorax_3H11	Ac3H11_592	JAIBEQ010000432.1_2	COG0727	OG16783	kingdom	pangenome	weak_lead	7.934931110693821	2	15.869862221387642	14232.0	102.0	named-domain
acidovorax_3H11	Ac3H11_594	JAIBEQ010000324.1_2	2ZAIT	OG12837	kingdom	pangenome	weak_lead	7.51398812095604	2	15.02797624191208	192.0	2.0	module-bare
acidovorax_3H11	Ac3H11_617	NZ_LUKZ01000032.1_51	COG2253		kingdom	pangenome	weak_lead	7.915293110261148	2	15.830586220522296	11642.0	121.0	named-domain
acidovorax_3H11	Ac3H11_618	NZ_LUKZ01000032.1_52	COG5340		kingdom	pangenome	weak_lead	7.9268955914468755	2	15.853791182893751	13109.0	122.0	named-domain
acidovorax_3H11	Ac3H11_619	NZ_LUKZ01000032.1_53			species	FB-only	weak_lead	1.0	2	2.0	1.0	1.0	strong-fitness
acidovorax_3H11	Ac3H11_624	JAIBEQ010000514.1_3	COG3915	OG01223	kingdom	pangenome	true_knowledge_gap	7.718733452519318	3	23.156200357557957	1559.0	19.0	none
acidovorax_3H11	Ac3H11_625				species	FB-only	true_knowledge_gap	1.0	3	3.0	1.0	1.0	none
acidovorax_3H11	Ac3H11_637	NZ_LUKZ01000032.1_73	31Z2I		class	pangenome	weak_lead	5.446224025760161	2	10.892448051520322	96.0	1.0	DUF-only
acidovorax_3H11	Ac3H11_645				species	FB-only	true_knowledge_gap	1.0	3	3.0	1.0	1.0	none
acidovorax_3H11	Ac3H11_653	NZ_LUKZ01000017.1_8	2ZAAA	OG05558	kingdom	pangenome	strong_hypothesis	7.617584491730852	1	7.617584491730852	554.0	34.0	named-domain; strong-fitness
acidovorax_3H11	Ac3H11_659	NZ_LUKZ01000017.1_14	30IU5		family	pangenome	true_knowledge_gap	3.3475812226468635	3	10.042743667940591	35.0	1.0	none
acidovorax_3H11	Ac3H11_660	JAIBEQ010000033.1_9	32VAP		kingdom	pangenome	true_knowledge_gap	7.398631983600331	3	22.195895950800992	59.0	3.0	none
acidovorax_3H11	Ac3H11_671	JAIBEQ010000048.1_2	COG4095	OG06224	kingdom	pangenome	weak_lead	7.821514387764524	2	15.643028775529048	4461.0	69.0	named-domain; module-bare
acidovorax_3H11	Ac3H11_678	NZ_LUKZ01000017.1_33	COG3187	OG13467	kingdom	pangenome	weak_lead	7.867441399411116	2	15.734882798822232	7136.0	47.0	named-domain
acidovorax_3H11	Ac3H11_703	JAIBEQ010000999.1_16	330WG	OG00048	kingdom	pangenome	true_knowledge_gap	7.511929878110809	3	22.535789634332428	188.0	2.0	none
acidovorax_3H11	Ac3H11_707				species	FB-only	true_knowledge_gap	1.0	3	3.0	1.0	1.0	none
acidovorax_3H11	Ac3H11_713				species	FB-only	weak_lead	1.0	2	2.0	1.0	1.0	module-bare
acidovorax_3H11	Ac3H11_717	NZ_LUKZ01000027.1_5			species	FB-only	true_knowledge_gap	1.0	3	3.0	1.0	1.0	none
acidovorax_3H11	Ac3H11_728				species	FB-only	true_knowledge_gap	1.0	3	3.0	1.0	1.0	none
acidovorax_3H11	Ac3H11_731	NZ_LUKZ01000027.1_19	COG1569	OG00273	kingdom	pangenome	weak_lead	7.877186700387792	2	15.754373400775584	7884.0	107.0	named-domain
acidovorax_3H11	Ac3H11_732	NZ_LUKZ01000027.1_20			species	FB-only	true_knowledge_gap	1.0	3	3.0	1.0	1.0	none
acidovorax_3H11	Ac3H11_735	JAIBEQ010001039.1_8	COG3012	OG01731	kingdom	pangenome	weak_lead	7.926282139803231	2	15.852564279606462	13027.0	105.0	named-domain
acidovorax_3H11	Ac3H11_742	JAIBEQ010000918.1_1	COG0451	OG05108	kingdom	pangenome	weak_lead	7.993349579663706	2	15.986699159327411	25869.0	142.0	named-domain
acidovorax_3H11	Ac3H11_743	JAIBEQ010000918.1_2	COG0778	OG07046	kingdom	pangenome	true_knowledge_gap	7.989318382827594	3	23.967955148482783	24824.0	138.0	none
acidovorax_3H11	Ac3H11_748	NZ_LUKZ01000027.1_36	315MF		kingdom	pangenome	weak_lead	7.393530151774567	2	14.787060303549135	56.0	2.0	named-domain
acidovorax_3H11	Ac3H11_751	NZ_LUKZ01000027.1_39			species	FB-only	true_knowledge_gap	1.0	3	3.0	1.0	1.0	none
acidovorax_3H11	Ac3H11_752	NZ_LUKZ01000027.1_40	COG1942	OG13658	kingdom	pangenome	weak_lead	7.9081255822645105	2	15.816251164529021	10819.0	85.0	named-domain; module-bare
acidovorax_3H11	Ac3H11_753	JAIBEQ010000918.1_12	COG2170	OG03635	kingdom	pangenome	weak_lead	7.85396332170349	2	15.70792664340698	6217.0	62.0	named-domain
acidovorax_3H11	Ac3H11_761	JAIBEQ010000175.1_4	2ZB32		kingdom	pangenome	true_knowledge_gap	7.44416578291493	3	22.33249734874479	94.0	4.0	none
acidovorax_3H11	Ac3H11_766				species	FB-only	weak_lead	1.0	2	2.0	1.0	1.0	strong-fitness
acidovorax_3H11	Ac3H11_782	NZ_LUKZ01000027.1_69	2Z83N		kingdom	pangenome	true_knowledge_gap	7.547679517025585	3	22.643038551076753	271.0	12.0	none
acidovorax_3H11	Ac3H11_783				species	FB-only	true_knowledge_gap	1.0	3	3.0	1.0	1.0	none
acidovorax_3H11	Ac3H11_821	JAIBEQ010000416.1_6	334YF		kingdom	pangenome	weak_lead	7.5307887045787085	2	15.061577409157417	228.0	2.0	DUF-only
acidovorax_3H11	Ac3H11_826	JAIBEQ010000416.1_1	COG4398	OG06708	kingdom	pangenome	weak_lead	7.739603433099867	2	15.479206866199734	1930.0	33.0	named-domain
acidovorax_3H11	Ac3H11_828	JAIBEQ010000975.1_1	COG0607		kingdom	pangenome	weak_lead	7.9831746988986945	2	15.966349397797389	23312.0	117.0	named-domain; module-bare
acidovorax_3H11	Ac3H11_829				species	FB-only	true_knowledge_gap	1.0	3	3.0	1.0	1.0	none
acidovorax_3H11	Ac3H11_835	JAIBEQ010000204.1_3	33344		mobile	pangenome	true_knowledge_gap	4.391768609988904	3	13.17530582996671	55.0	6.0	none
