orgId	locusId	sysName	gene	desc	annotation_class	darkness_tier	n_evidence_lines	has_domain	has_ortholog_group	has_function_prediction	has_cofit_partner	has_phenotype	has_pangenome_context	has_synteny_support	has_cofit_operon	has_neighbor_inference	has_concordance	composite_score	score_source	n_domains	OG_id	module_prediction	top_cofit_partners	max_abs_fit	is_essential_dark	has_pangenome_link	top_condition_class	top_condition_fit	evidence_summary
acidovorax_3H11	Ac3H11_3131			hypothetical protein	hypothetical	T1_Void	0	False	False	False	False	False	False	False	False	True	False		none					0.78941786	False	False			+neighbor_inf
acidovorax_3H11	Ac3H11_3273			hypothetical protein	hypothetical	T1_Void	0	False	False	False	False	False	False	False	False	True	False		none					0.83700037	False	False			+neighbor_inf
acidovorax_3H11	Ac3H11_3304			hypothetical protein	hypothetical	T1_Void	0	False	False	False	False	False	False	False	False	True	False		none					0.5562847	False	False			+neighbor_inf
acidovorax_3H11	Ac3H11_3376			hypothetical protein	hypothetical	T1_Void	0	False	False	False	False	False	False	False	False	True	False		none					1.917548	False	False			+neighbor_inf
acidovorax_3H11	Ac3H11_3443			hypothetical protein	hypothetical	T1_Void	0	False	False	False	False	False	False	False	False	True	False		none					0.93319833	False	False			+neighbor_inf
acidovorax_3H11	Ac3H11_3674			hypothetical protein	hypothetical	T1_Void	0	False	False	False	False	False	False	False	False	True	False		none					0.63537437	False	False			+neighbor_inf
acidovorax_3H11	Ac3H11_3849			hypothetical protein	hypothetical	T1_Void	0	False	False	False	False	False	False	False	False	True	False		none					0.63535094	False	False			+neighbor_inf
acidovorax_3H11	Ac3H11_3982			hypothetical protein	hypothetical	T1_Void	0	False	False	False	False	False	False	False	False	True	False		none					0.8241493	False	False			+neighbor_inf
acidovorax_3H11	Ac3H11_4148			hypothetical protein	hypothetical	T1_Void	0	False	False	False	False	False	False	False	False	True	False		none					0.62487304	False	False			+neighbor_inf
acidovorax_3H11	Ac3H11_4167			hypothetical protein	hypothetical	T1_Void	0	False	False	False	False	False	False	False	False	True	False		none					1.2928463	False	False			+neighbor_inf
acidovorax_3H11	Ac3H11_4204			hypothetical protein	hypothetical	T1_Void	0	False	False	False	False	False	False	False	False	True	False		none					1.3132071	False	False			+neighbor_inf
acidovorax_3H11	Ac3H11_4219			hypothetical protein	hypothetical	T1_Void	0	False	False	False	False	False	False	False	False	True	False		none					1.1985786	False	False			+neighbor_inf
acidovorax_3H11	Ac3H11_4385			hypothetical protein	hypothetical	T1_Void	0	False	False	False	False	False	False	False	False	True	False		none					1.130933	False	False			+neighbor_inf
acidovorax_3H11	Ac3H11_4416			hypothetical protein	hypothetical	T1_Void	0	False	False	False	False	False	False	False	False	True	False		none					0.9676684	False	False			+neighbor_inf
acidovorax_3H11	Ac3H11_4509			hypothetical protein	hypothetical	T1_Void	0	False	False	False	False	False	False	False	False	True	False		none					0.566941	False	False			+neighbor_inf
acidovorax_3H11	Ac3H11_4620			hypothetical protein	hypothetical	T1_Void	0	False	False	False	False	False	False	False	False	True	False		none					0.86881053	False	False			+neighbor_inf
acidovorax_3H11	Ac3H11_4789			hypothetical protein	hypothetical	T1_Void	0	False	False	False	False	False	False	False	False	True	False		none					0.8235366	False	False			+neighbor_inf
acidovorax_3H11	Ac3H11_4878			hypothetical protein	hypothetical	T1_Void	0	False	False	False	False	False	False	False	False	True	False		none					1.4058607	False	False			+neighbor_inf
acidovorax_3H11	Ac3H11_4881			hypothetical protein	hypothetical	T1_Void	0	False	False	False	False	False	False	False	False	True	False		none					0.68139243	False	False			+neighbor_inf
acidovorax_3H11	Ac3H11_4895			hypothetical protein	hypothetical	T1_Void	0	False	False	False	False	False	False	False	False	True	False		none					0.64373004	False	False			+neighbor_inf
acidovorax_3H11	Ac3H11_4920			hypothetical protein	hypothetical	T1_Void	0	False	False	False	False	False	False	False	False	True	False		none					0.7315959	False	False			+neighbor_inf
acidovorax_3H11	Ac3H11_4927			hypothetical protein	hypothetical	T1_Void	0	False	False	False	False	False	False	False	False	True	False		none					1.601119	False	False			+neighbor_inf
acidovorax_3H11	Ac3H11_4945			hypothetical protein	hypothetical	T1_Void	0	False	False	False	False	False	False	False	False	True	False		none					1.0319697	False	False			+neighbor_inf
acidovorax_3H11	Ac3H11_4948			hypothetical protein	hypothetical	T1_Void	0	False	False	False	False	False	False	False	False	True	False		none					0.41115817	False	False			+neighbor_inf
acidovorax_3H11	Ac3H11_4995			hypothetical protein	hypothetical	T1_Void	0	False	False	False	False	False	False	False	False	True	False		none					0.8258398	False	False			+neighbor_inf
ANA3	7022851	Shewana3_0102			no_annotation	T1_Void	0	False	False	False	False	False	False	False	False	True	False		none					0.6476529	False	False			+neighbor_inf
ANA3	7023261	Shewana3_0495			no_annotation	T1_Void	0	False	False	False	False	False	False	False	False	True	False		none					1.4383521	False	False			+neighbor_inf
ANA3	7023314	Shewana3_0548			no_annotation	T1_Void	0	False	False	False	False	False	False	False	False	True	False		none					0.65849423	False	False			+neighbor_inf
ANA3	7023400	Shewana3_0630			no_annotation	T1_Void	0	False	False	False	False	False	False	False	False	True	False		none					0.35658094	False	False			+neighbor_inf
ANA3	7023667	Shewana3_0896			no_annotation	T1_Void	0	False	False	False	False	False	False	False	False	True	False		none					1.2579523	False	False			+neighbor_inf
ANA3	7023681	Shewana3_0910			no_annotation	T1_Void	0	False	False	False	False	False	False	False	False	True	False		none					0.5396762	False	False			+neighbor_inf
ANA3	7024052	Shewana3_1260			no_annotation	T1_Void	0	False	False	False	False	False	False	False	False	True	False		none					1.0840336	False	False			+neighbor_inf
ANA3	7024104	Shewana3_1312		hypothetical protein (RefSeq)	hypothetical	T1_Void	0	False	False	False	False	False	False	False	False	True	False		none					1.2071573	False	False			+neighbor_inf
ANA3	7024750	Shewana3_1928		hypothetical protein (RefSeq)	hypothetical	T1_Void	0	False	False	False	False	False	False	False	False	True	False		none					0.9786344	False	False			+neighbor_inf
ANA3	7024867	Shewana3_2042			no_annotation	T1_Void	0	False	False	False	False	False	False	False	False	True	False		none					1.2973224	False	False			+neighbor_inf
ANA3	7025761	Shewana3_2911			no_annotation	T1_Void	0	False	False	False	False	False	False	False	False	True	False		none					1.1251333	False	False			+neighbor_inf
ANA3	7025817	Shewana3_2966			no_annotation	T1_Void	0	False	False	False	False	False	False	False	False	True	False		none					0.61227024	False	False			+neighbor_inf
ANA3	7026230	Shewana3_3372			no_annotation	T1_Void	0	False	False	False	False	False	False	False	False	True	False		none					0.7069267	False	False			+neighbor_inf
ANA3	7026419	Shewana3_3561			no_annotation	T1_Void	0	False	False	False	False	False	False	False	False	True	False		none					0.5929679	False	False			+neighbor_inf
ANA3	7026482	Shewana3_3624			no_annotation	T1_Void	0	False	False	False	False	False	False	False	False	True	False		none					0.5280997	False	False			+neighbor_inf
ANA3	7026551	Shewana3_3694			no_annotation	T1_Void	0	False	False	False	False	False	False	False	False	True	False		none					0.47469276	False	False			+neighbor_inf
ANA3	7026873	Shewana3_4002			no_annotation	T1_Void	0	False	False	False	False	False	False	False	False	True	False		none					0.5815715	False	False			+neighbor_inf
ANA3	7026963	Shewana3_4092		hypothetical protein (RefSeq)	hypothetical	T1_Void	0	False	False	False	False	False	False	False	False	True	False		none					0.78006876	False	False			+neighbor_inf
ANA3	7022555	Shewana3_4200		hypothetical protein (RefSeq)	hypothetical	T1_Void	0	False	False	False	False	False	False	False	False	True	False		none					0.49821413	False	False			+neighbor_inf
ANA3	7022594	Shewana3_4239			no_annotation	T1_Void	0	False	False	False	False	False	False	False	False	True	False		none					0.51875436	False	False			+neighbor_inf
ANA3	7022676	Shewana3_4321			no_annotation	T1_Void	0	False	False	False	False	False	False	False	False	True	False		none					0.4920542	False	False			+neighbor_inf
azobra	AZOBR_RS00090	AZOBR_RS00090		hypothetical protein	hypothetical	T1_Void	0	False	False	False	False	False	False	False	False	True	False		none					1.2479519	False	False			+neighbor_inf
azobra	AZOBR_RS00210	AZOBR_RS00210		hypothetical protein	hypothetical	T1_Void	0	False	False	False	False	False	False	False	False	True	False		none					0.76982135	False	False			+neighbor_inf
azobra	AZOBR_RS00345	AZOBR_RS00345		hypothetical protein	hypothetical	T1_Void	0	False	False	False	False	False	False	False	False	True	False		none					1.2306294	False	False			+neighbor_inf
azobra	AZOBR_RS00390	AZOBR_RS00390		hypothetical protein	hypothetical	T1_Void	0	False	False	False	False	False	False	False	False	True	False		none					0.6271013	False	False			+neighbor_inf
azobra	AZOBR_RS00400	AZOBR_RS00400		hypothetical protein	hypothetical	T1_Void	0	False	False	False	False	False	False	False	False	True	False		none					1.2858691	False	False			+neighbor_inf
azobra	AZOBR_RS00405	AZOBR_RS00405		hypothetical protein	hypothetical	T1_Void	0	False	False	False	False	False	False	False	False	True	False		none					0.8632525	False	False			+neighbor_inf
azobra	AZOBR_RS00765	AZOBR_RS00765		hypothetical protein	hypothetical	T1_Void	0	False	False	False	False	False	False	False	False	True	False		none					1.2327764	False	False			+neighbor_inf
azobra	AZOBR_RS01050	AZOBR_RS01050		hypothetical protein	hypothetical	T1_Void	0	False	False	False	False	False	False	False	False	True	False		none					0.7493636	False	False			+neighbor_inf
azobra	AZOBR_RS01185	AZOBR_RS01185		hypothetical protein	hypothetical	T1_Void	0	False	False	False	False	False	False	False	False	True	False		none					1.2685151	False	False			+neighbor_inf
azobra	AZOBR_RS01640	AZOBR_RS01640		hypothetical protein	hypothetical	T1_Void	0	False	False	False	False	False	False	False	False	True	False		none					0.52041775	False	False			+neighbor_inf
azobra	AZOBR_RS01660	AZOBR_RS01660		hypothetical protein	hypothetical	T1_Void	0	False	False	False	False	False	False	False	False	True	False		none					0.5611726	False	False			+neighbor_inf
azobra	AZOBR_RS01700	AZOBR_RS01700		hypothetical protein	hypothetical	T1_Void	0	False	False	False	False	False	False	False	False	True	False		none					0.53466403	False	False			+neighbor_inf
azobra	AZOBR_RS02030	AZOBR_RS02030		hypothetical protein	hypothetical	T1_Void	0	False	False	False	False	False	False	False	False	True	False		none					0.3384279	False	False			+neighbor_inf
azobra	AZOBR_RS02395	AZOBR_RS02395		hypothetical protein	hypothetical	T1_Void	0	False	False	False	False	False	False	False	False	True	False		none					0.89268845	False	False			+neighbor_inf
azobra	AZOBR_RS02570	AZOBR_RS02570		hypothetical protein	hypothetical	T1_Void	0	False	False	False	False	False	False	False	False	True	False		none					0.615239	False	False			+neighbor_inf
azobra	AZOBR_RS02625	AZOBR_RS02625		hypothetical protein	hypothetical	T1_Void	0	False	False	False	False	False	False	False	False	True	False		none					0.62025505	False	False			+neighbor_inf
azobra	AZOBR_RS02650	AZOBR_RS02650		hypothetical protein	hypothetical	T1_Void	0	False	False	False	False	False	False	False	False	True	False		none					0.6822252	False	False			+neighbor_inf
azobra	AZOBR_RS02700	AZOBR_RS02700		hypothetical protein	hypothetical	T1_Void	0	False	False	False	False	False	False	False	False	True	False		none					0.39106417	False	False			+neighbor_inf
azobra	AZOBR_RS02750	AZOBR_RS02750		hypothetical protein	hypothetical	T1_Void	0	False	False	False	False	False	False	False	False	True	False		none					0.5828429	False	False			+neighbor_inf
azobra	AZOBR_RS02795	AZOBR_RS02795		hypothetical protein	hypothetical	T1_Void	0	False	False	False	False	False	False	False	False	True	False		none					0.86115503	False	False			+neighbor_inf
azobra	AZOBR_RS02950	AZOBR_RS02950		hypothetical protein	hypothetical	T1_Void	0	False	False	False	False	False	False	False	False	True	False		none					0.76341796	False	False			+neighbor_inf
azobra	AZOBR_RS02990	AZOBR_RS02990		hypothetical protein	hypothetical	T1_Void	0	False	False	False	False	False	False	False	False	True	False		none					0.5901574	False	False			+neighbor_inf
azobra	AZOBR_RS03000	AZOBR_RS03000		hypothetical protein	hypothetical	T1_Void	0	False	False	False	False	False	False	False	False	True	False		none					0.8075926	False	False			+neighbor_inf
azobra	AZOBR_RS03035	AZOBR_RS03035		hypothetical protein	hypothetical	T1_Void	0	False	False	False	False	False	False	False	False	True	False		none					0.7543143	False	False			+neighbor_inf
azobra	AZOBR_RS03130	AZOBR_RS03130		hypothetical protein	hypothetical	T1_Void	0	False	False	False	False	False	False	False	False	True	False		none					1.0628268	False	False			+neighbor_inf
azobra	AZOBR_RS03250	AZOBR_RS03250		hypothetical protein	hypothetical	T1_Void	0	False	False	False	False	False	False	False	False	True	False		none					1.5021126	False	False			+neighbor_inf
azobra	AZOBR_RS03330	AZOBR_RS03330		hypothetical protein	hypothetical	T1_Void	0	False	False	False	False	False	False	False	False	True	False		none					0.49727207	False	False			+neighbor_inf
azobra	AZOBR_RS03535	AZOBR_RS03535		hypothetical protein	hypothetical	T1_Void	0	False	False	False	False	False	False	False	False	True	False		none					1.4916323	False	False			+neighbor_inf
azobra	AZOBR_RS03630	AZOBR_RS03630		hypothetical protein	hypothetical	T1_Void	0	False	False	False	False	False	False	False	False	True	False		none					0.59236556	False	False			+neighbor_inf
azobra	AZOBR_RS03655	AZOBR_RS03655		hypothetical protein	hypothetical	T1_Void	0	False	False	False	False	False	False	False	False	True	False		none					1.0167876	False	False			+neighbor_inf
azobra	AZOBR_RS03735	AZOBR_RS03735		hypothetical protein	hypothetical	T1_Void	0	False	False	False	False	False	False	False	False	True	False		none					0.68663317	False	False			+neighbor_inf
azobra	AZOBR_RS03840	AZOBR_RS03840		hypothetical protein	hypothetical	T1_Void	0	False	False	False	False	False	False	False	False	True	False		none					0.75847876	False	False			+neighbor_inf
azobra	AZOBR_RS04220	AZOBR_RS04220		hypothetical protein	hypothetical	T1_Void	0	False	False	False	False	False	False	False	False	True	False		none					1.673237	False	False			+neighbor_inf
azobra	AZOBR_RS04450	AZOBR_RS04450		hypothetical protein	hypothetical	T1_Void	0	False	False	False	False	False	False	False	False	True	False		none					0.79161406	False	False			+neighbor_inf
azobra	AZOBR_RS04550	AZOBR_RS04550		hypothetical protein	hypothetical	T1_Void	0	False	False	False	False	False	False	False	False	True	False		none					0.24899071	False	False			+neighbor_inf
azobra	AZOBR_RS04575	AZOBR_RS04575		hypothetical protein	hypothetical	T1_Void	0	False	False	False	False	False	False	False	False	True	False		none					0.9785742	False	False			+neighbor_inf
azobra	AZOBR_RS04665	AZOBR_RS04665		hypothetical protein	hypothetical	T1_Void	0	False	False	False	False	False	False	False	False	True	False		none					0.4690755	False	False			+neighbor_inf
azobra	AZOBR_RS04670	AZOBR_RS04670		hypothetical protein	hypothetical	T1_Void	0	False	False	False	False	False	False	False	False	True	False		none					0.60054463	False	False			+neighbor_inf
azobra	AZOBR_RS04685	AZOBR_RS04685		hypothetical protein	hypothetical	T1_Void	0	False	False	False	False	False	False	False	False	True	False		none					0.8013458	False	False			+neighbor_inf
azobra	AZOBR_RS04730	AZOBR_RS04730		hypothetical protein	hypothetical	T1_Void	0	False	False	False	False	False	False	False	False	True	False		none					1.2246602	False	False			+neighbor_inf
azobra	AZOBR_RS04765	AZOBR_RS04765		hypothetical protein	hypothetical	T1_Void	0	False	False	False	False	False	False	False	False	True	False		none					0.95675147	False	False			+neighbor_inf
azobra	AZOBR_RS04780	AZOBR_RS04780		hypothetical protein	hypothetical	T1_Void	0	False	False	False	False	False	False	False	False	True	False		none					1.1320764	False	False			+neighbor_inf
azobra	AZOBR_RS04880	AZOBR_RS04880		hypothetical protein	hypothetical	T1_Void	0	False	False	False	False	False	False	False	False	True	False		none					0.34027958	False	False			+neighbor_inf
azobra	AZOBR_RS05095	AZOBR_RS05095		hypothetical protein	hypothetical	T1_Void	0	False	False	False	False	False	False	False	False	True	False		none					0.65596193	False	False			+neighbor_inf
azobra	AZOBR_RS05160	AZOBR_RS05160		hypothetical protein	hypothetical	T1_Void	0	False	False	False	False	False	False	False	False	True	False		none					0.7863308	False	False			+neighbor_inf
azobra	AZOBR_RS05200	AZOBR_RS05200		hypothetical protein	hypothetical	T1_Void	0	False	False	False	False	False	False	False	False	True	False		none					0.48524487	False	False			+neighbor_inf
azobra	AZOBR_RS05275	AZOBR_RS05275		hypothetical protein	hypothetical	T1_Void	0	False	False	False	False	False	False	False	False	True	False		none					1.5434362	False	False			+neighbor_inf
azobra	AZOBR_RS05460	AZOBR_RS05460		hypothetical protein	hypothetical	T1_Void	0	False	False	False	False	False	False	False	False	True	False		none					0.66885513	False	False			+neighbor_inf
azobra	AZOBR_RS05515	AZOBR_RS05515		hypothetical protein	hypothetical	T1_Void	0	False	False	False	False	False	False	False	False	True	False		none					1.1929446	False	False			+neighbor_inf
azobra	AZOBR_RS05750	AZOBR_RS05750		hypothetical protein	hypothetical	T1_Void	0	False	False	False	False	False	False	False	False	True	False		none					0.73455673	False	False			+neighbor_inf
azobra	AZOBR_RS05765	AZOBR_RS05765		hypothetical protein	hypothetical	T1_Void	0	False	False	False	False	False	False	False	False	True	False		none					1.8806756	False	False			+neighbor_inf
azobra	AZOBR_RS05805	AZOBR_RS05805		hypothetical protein	hypothetical	T1_Void	0	False	False	False	False	False	False	False	False	True	False		none					0.37010446	False	False			+neighbor_inf
azobra	AZOBR_RS05860	AZOBR_RS05860		hypothetical protein	hypothetical	T1_Void	0	False	False	False	False	False	False	False	False	True	False		none					0.72736067	False	False			+neighbor_inf
azobra	AZOBR_RS05870	AZOBR_RS05870		hypothetical protein	hypothetical	T1_Void	0	False	False	False	False	False	False	False	False	True	False		none					0.8071755	False	False			+neighbor_inf
azobra	AZOBR_RS05895	AZOBR_RS05895		hypothetical protein	hypothetical	T1_Void	0	False	False	False	False	False	False	False	False	True	False		none					0.41883343	False	False			+neighbor_inf
azobra	AZOBR_RS05915	AZOBR_RS05915		hypothetical protein	hypothetical	T1_Void	0	False	False	False	False	False	False	False	False	True	False		none					1.2878959	False	False			+neighbor_inf
azobra	AZOBR_RS05935	AZOBR_RS05935		hypothetical protein	hypothetical	T1_Void	0	False	False	False	False	False	False	False	False	True	False		none					0.7931152	False	False			+neighbor_inf
azobra	AZOBR_RS05960	AZOBR_RS05960		hypothetical protein	hypothetical	T1_Void	0	False	False	False	False	False	False	False	False	True	False		none					0.5872343	False	False			+neighbor_inf
azobra	AZOBR_RS05995	AZOBR_RS05995		hypothetical protein	hypothetical	T1_Void	0	False	False	False	False	False	False	False	False	True	False		none					0.36497203	False	False			+neighbor_inf
azobra	AZOBR_RS06070	AZOBR_RS06070		hypothetical protein	hypothetical	T1_Void	0	False	False	False	False	False	False	False	False	True	False		none					0.63481337	False	False			+neighbor_inf
azobra	AZOBR_RS06080	AZOBR_RS06080		hypothetical protein	hypothetical	T1_Void	0	False	False	False	False	False	False	False	False	True	False		none					0.44771075	False	False			+neighbor_inf
azobra	AZOBR_RS06095	AZOBR_RS06095		hypothetical protein	hypothetical	T1_Void	0	False	False	False	False	False	False	False	False	True	False		none					1.5125109	False	False			+neighbor_inf
azobra	AZOBR_RS06100	AZOBR_RS06100		hypothetical protein	hypothetical	T1_Void	0	False	False	False	False	False	False	False	False	True	False		none					0.892041	False	False			+neighbor_inf
azobra	AZOBR_RS06330	AZOBR_RS06330		hypothetical protein	hypothetical	T1_Void	0	False	False	False	False	False	False	False	False	True	False		none					0.31953648	False	False			+neighbor_inf
azobra	AZOBR_RS06545	AZOBR_RS06545		hypothetical protein	hypothetical	T1_Void	0	False	False	False	False	False	False	False	False	True	False		none					0.80199283	False	False			+neighbor_inf
azobra	AZOBR_RS06895	AZOBR_RS06895		hypothetical protein	hypothetical	T1_Void	0	False	False	False	False	False	False	False	False	True	False		none					0.74279433	False	False			+neighbor_inf
azobra	AZOBR_RS06935	AZOBR_RS06935		hypothetical protein	hypothetical	T1_Void	0	False	False	False	False	False	False	False	False	True	False		none					1.6779429	False	False			+neighbor_inf
azobra	AZOBR_RS07055	AZOBR_RS07055		hypothetical protein	hypothetical	T1_Void	0	False	False	False	False	False	False	False	False	True	False		none					0.66400385	False	False			+neighbor_inf
azobra	AZOBR_RS07400	AZOBR_RS07400		hypothetical protein	hypothetical	T1_Void	0	False	False	False	False	False	False	False	False	True	False		none					1.6961793	False	False			+neighbor_inf
azobra	AZOBR_RS07615	AZOBR_RS07615		hypothetical protein	hypothetical	T1_Void	0	False	False	False	False	False	False	False	False	True	False		none					0.90718025	False	False			+neighbor_inf
azobra	AZOBR_RS07660	AZOBR_RS07660		hypothetical protein	hypothetical	T1_Void	0	False	False	False	False	False	False	False	False	True	False		none					1.2318109	False	False			+neighbor_inf
azobra	AZOBR_RS08025	AZOBR_RS08025		hypothetical protein	hypothetical	T1_Void	0	False	False	False	False	False	False	False	False	True	False		none					1.0191102	False	False			+neighbor_inf
azobra	AZOBR_RS08100	AZOBR_RS08100		hypothetical protein	hypothetical	T1_Void	0	False	False	False	False	False	False	False	False	True	False		none					1.2519125	False	False			+neighbor_inf
azobra	AZOBR_RS08140	AZOBR_RS08140		hypothetical protein	hypothetical	T1_Void	0	False	False	False	False	False	False	False	False	True	False		none					1.639787	False	False			+neighbor_inf
azobra	AZOBR_RS08410	AZOBR_RS08410		hypothetical protein	hypothetical	T1_Void	0	False	False	False	False	False	False	False	False	True	False		none					1.0412495	False	False			+neighbor_inf
azobra	AZOBR_RS08605	AZOBR_RS08605		hypothetical protein	hypothetical	T1_Void	0	False	False	False	False	False	False	False	False	True	False		none					1.3644338	False	False			+neighbor_inf
azobra	AZOBR_RS09375	AZOBR_RS09375		hypothetical protein	hypothetical	T1_Void	0	False	False	False	False	False	False	False	False	True	False		none					1.596286	False	False			+neighbor_inf
azobra	AZOBR_RS09390	AZOBR_RS09390		hypothetical protein	hypothetical	T1_Void	0	False	False	False	False	False	False	False	False	True	False		none					0.82767415	False	False			+neighbor_inf
azobra	AZOBR_RS09395	AZOBR_RS09395		hypothetical protein	hypothetical	T1_Void	0	False	False	False	False	False	False	False	False	True	False		none					0.5596562	False	False			+neighbor_inf
azobra	AZOBR_RS09585	AZOBR_RS09585		hypothetical protein	hypothetical	T1_Void	0	False	False	False	False	False	False	False	False	True	False		none					1.7321947	False	False			+neighbor_inf
azobra	AZOBR_RS09695	AZOBR_RS09695		hypothetical protein	hypothetical	T1_Void	0	False	False	False	False	False	False	False	False	True	False		none					0.7245298	False	False			+neighbor_inf
azobra	AZOBR_RS09995	AZOBR_RS09995		hypothetical protein	hypothetical	T1_Void	0	False	False	False	False	False	False	False	False	True	False		none					1.5655885	False	False			+neighbor_inf
azobra	AZOBR_RS10000	AZOBR_RS10000		hypothetical protein	hypothetical	T1_Void	0	False	False	False	False	False	False	False	False	True	False		none					1.7442709	False	False			+neighbor_inf
azobra	AZOBR_RS10260	AZOBR_RS10260		hypothetical protein	hypothetical	T1_Void	0	False	False	False	False	False	False	False	False	True	False		none					0.40866968	False	False			+neighbor_inf
azobra	AZOBR_RS10370	AZOBR_RS10370		hypothetical protein	hypothetical	T1_Void	0	False	False	False	False	False	False	False	False	True	False		none					0.6725127	False	False			+neighbor_inf
azobra	AZOBR_RS10440	AZOBR_RS10440		hypothetical protein	hypothetical	T1_Void	0	False	False	False	False	False	False	False	False	True	False		none					1.9318792	False	False			+neighbor_inf
azobra	AZOBR_RS10530	AZOBR_RS10530		hypothetical protein	hypothetical	T1_Void	0	False	False	False	False	False	False	False	False	True	False		none					0.9506093	False	False			+neighbor_inf
azobra	AZOBR_RS10615	AZOBR_RS10615		exported protein of unknown function	uncharacterized	T1_Void	0	False	False	False	False	False	False	False	False	True	False		none					0.36161366	False	False			+neighbor_inf
